N6705C exported datalog

"Sample interval: 0.00100352"
"Trigger sample: 0"
"Date: Tue Sep  1 16:19:49 2020"

Sample,"Curr avg 3","Volt avg 4"
2084,0.146677,12.6011
2085,0.146715,12.6011
2086,0.146656,12.6008
2087,0.146707,12.6012
2088,0.146757,12.6013
2089,0.146602,12.6011
2090,0.146427,12.6002
2091,0.146595,12.6012
2092,0.146595,12.6008
2093,0.146593,12.6008
2094,0.146442,12.6008
2095,0.146467,12.6009
2096,0.14685,12.6006
2097,0.146877,12.6013
2098,0.146431,12.6012
2099,0.146364,12.6015
2100,0.147161,12.6009
2101,0.146484,12.601
2102,0.146343,12.601
2103,0.146835,12.6014
2104,0.146703,12.6013
2105,0.145952,12.6013
2106,0.14669,12.6009
2107,0.146476,12.6013
2108,0.146576,12.6007
2109,0.146842,12.6004
2110,0.146484,12.6007
2111,0.146431,12.6011
2112,0.14653,12.6013
2113,0.146871,12.6008
2114,0.146404,12.6008
2115,0.146839,12.6013
2116,0.146879,12.6011
2117,0.146322,12.6013
2118,0.146318,12.6016
2119,0.146875,12.6019
2120,0.146795,12.6008
2121,0.146528,12.6013
2122,0.146595,12.6012
2123,0.146598,12.6009
2124,0.146303,12.6016
2125,0.14637,12.6015
2126,0.146427,12.6009
2127,0.146501,12.6011
2128,0.147136,12.6011
2129,0.146606,12.6018
2130,0.146223,12.6008
2131,0.146452,12.6008
2132,0.146839,12.6008
2133,0.146511,12.6005
2134,0.146837,12.6013
2135,0.146463,12.6012
2136,0.146621,12.6008
2137,0.146471,12.6013
2138,0.146755,12.6014
2139,0.14637,12.6007
2140,0.146928,12.6011
2141,0.146513,12.6007
2142,0.146423,12.6011
2143,0.14677,12.601
2144,0.146427,12.6011
2145,0.146118,12.6009
2146,0.146305,12.6007
2147,0.146812,12.6008
2148,0.146576,12.6019
2149,0.146591,12.6011
2150,0.146528,12.6006
2151,0.146738,12.6012
2152,0.146621,12.6014
2153,0.146602,12.6016
2154,0.146492,12.6014
2155,0.14705,12.6009
2156,0.146564,12.601
2157,0.146501,12.6011
2158,0.146337,12.6013
2159,0.146928,12.6014
2160,0.146896,12.6016
2161,0.146534,12.6013
2162,0.146675,12.6017
2163,0.146871,12.6012
2164,0.146661,12.6009
2165,0.14644,12.6011
2166,0.146614,12.6011
2167,0.146431,12.6015
2168,0.146736,12.6007
2169,0.146492,12.6014
2170,0.146789,12.6016
2171,0.14653,12.6015
2172,0.146492,12.6011
2173,0.146696,12.6012
2174,0.146288,12.6011
2175,0.146936,12.6008
2176,0.146492,12.6016
2177,0.146642,12.6006
2178,0.146259,12.6008
2179,0.146492,12.6009
2180,0.14685,12.6012
2181,0.146387,12.6012
2182,0.146751,12.6011
2183,0.146656,12.6008
2184,0.146705,12.6012
2185,0.146177,12.6014
2186,0.146789,12.601
2187,0.146997,12.6013
2188,0.146503,12.6008
2189,0.146217,12.601
2190,0.146818,12.6013
2191,0.146549,12.6009
2192,0.146705,12.601
2193,0.146181,12.6007
2194,0.146669,12.6013
2195,0.146654,12.6011
2196,0.146271,12.6012
2197,0.146852,12.6008
2198,0.146448,12.6003
2199,0.146919,12.6009
2200,0.146164,12.601
2201,0.147035,12.6007
2202,0.146614,12.6009
2203,0.146499,12.6014
2204,0.146307,12.6012
2205,0.146612,12.6016
2206,0.146549,12.6007
2207,0.146814,12.6008
2208,0.14672,12.6012
2209,0.146217,12.6005
2210,0.147014,12.6008
2211,0.146507,12.6013
2212,0.146452,12.6007
2213,0.146757,12.6006
2214,0.146768,12.6013
2215,0.146642,12.6009
2216,0.14629,12.6011
2217,0.146842,12.6007
2218,0.146736,12.6011
2219,0.14649,12.6015
2220,0.146547,12.6004
2221,0.146957,12.6016
2222,0.146911,12.6011
2223,0.14633,12.6015
2224,0.146444,12.6018
2225,0.146858,12.6015
2226,0.146629,12.6011
2227,0.146627,12.6013
2228,0.146286,12.6008
2229,0.146551,12.6013
2230,0.146619,12.6013
2231,0.146469,12.6011
2232,0.146486,12.6009
2233,0.146507,12.6012
2234,0.146814,12.6007
2235,0.146736,12.6011
2236,0.14661,12.6011
2237,0.146903,12.601
2238,0.146694,12.6011
2239,0.146436,12.6011
2240,0.146309,12.6011
2241,0.146781,12.6012
2242,0.146692,12.6012
2243,0.146581,12.6011
2244,0.146602,12.6017
2245,0.146562,12.6012
2246,0.146757,12.6016
2247,0.146499,12.601
2248,0.146703,12.6009
2249,0.146966,12.6011
2250,0.146393,12.6006
2251,0.14649,12.6011
2252,0.146385,12.6013
2253,0.146659,12.6005
2254,0.146625,12.6012
2255,0.146989,12.6014
2256,0.146381,12.601
2257,0.146783,12.6014
2258,0.146593,12.6004
2259,0.146555,12.601
2260,0.146421,12.6017
2261,0.147037,12.601
2262,0.146579,12.6008
2263,0.146488,12.601
2264,0.146715,12.6011
2265,0.14665,12.6014
2266,0.147073,12.6017
2267,0.146602,12.6006
2268,0.146661,12.6011
2269,0.146797,12.6005
2270,0.146375,12.6009
2271,0.146663,12.6014
2272,0.146759,12.6007
2273,0.147018,12.6012
2274,0.146518,12.6005
2275,0.146457,12.6004
2276,0.146421,12.6014
2277,0.146616,12.6011
2278,0.14648,12.6003
2279,0.146751,12.6008
2280,0.146781,12.6007
2281,0.146457,12.6014
2282,0.146917,12.6007
2283,0.146454,12.6011
2284,0.14673,12.6011
2285,0.146585,12.6011
2286,0.146499,12.6006
2287,0.146598,12.6013
2288,0.146682,12.601
2289,0.146566,12.6008
2290,0.146518,12.6013
2291,0.146503,12.6007
2292,0.146785,12.6011
2293,0.147075,12.6014
2294,0.146476,12.6012
2295,0.146511,12.6014
2296,0.146734,12.601
2297,0.146732,12.6009
2298,0.146354,12.6006
2299,0.146673,12.6016
2300,0.146799,12.6007
2301,0.146831,12.6011
2302,0.146377,12.6008
2303,0.146589,12.601
2304,0.146564,12.6015
2305,0.146551,12.601
2306,0.146478,12.601
2307,0.146436,12.601
2308,0.146717,12.6011
2309,0.14682,12.601
2310,0.146093,12.6007
2311,0.146656,12.6008
2312,0.146368,12.602
2313,0.146961,12.6009
2314,0.146627,12.6009
2315,0.146278,12.6007
2316,0.146865,12.6012
2317,0.146509,12.602
2318,0.146526,12.6013
2319,0.146524,12.6009
2320,0.146452,12.6014
2321,0.146562,12.6009
2322,0.146442,12.6011
2323,0.146654,12.6013
2324,0.146736,12.6011
2325,0.146633,12.6009
2326,0.146375,12.6004
2327,0.146757,12.6007
2328,0.146656,12.6005
2329,0.146829,12.601
2330,0.146415,12.6001
2331,0.146619,12.6015
2332,0.146728,12.6011
2333,0.146553,12.6007
2334,0.14652,12.6013
2335,0.146764,12.6013
2336,0.146299,12.6014
2337,0.146686,12.6014
2338,0.146648,12.6013
2339,0.146389,12.6013
2340,0.146945,12.6013
2341,0.146534,12.6009
2342,0.146463,12.6011
2343,0.14672,12.6006
2344,0.146667,12.6007
2345,0.146347,12.6015
2346,0.146528,12.6009
2347,0.146768,12.6007
2348,0.146705,12.6012
2349,0.146492,12.6011
2350,0.146724,12.6011
2351,0.146547,12.6013
2352,0.146709,12.6008
2353,0.146602,12.601
2354,0.146776,12.6008
2355,0.146583,12.6011
2356,0.146835,12.6011
2357,0.1464,12.6012
2358,0.146633,12.6017
2359,0.146781,12.6011
2360,0.146913,12.6009
2361,0.146257,12.6014
2362,0.146625,12.6016
2363,0.146831,12.6007
2364,0.146385,12.601
2365,0.146427,12.6006
2366,0.146759,12.601
2367,0.146802,12.6017
2368,0.14633,12.6009
2369,0.146311,12.6016
2370,0.14656,12.6002
2371,0.146686,12.6007
2372,0.146646,12.6018
2373,0.14682,12.6007
2374,0.146328,12.6014
2375,0.146734,12.6012
2376,0.146869,12.6014
2377,0.146476,12.6011
2378,0.146513,12.6017
2379,0.146671,12.6012
2380,0.146774,12.6015
2381,0.146555,12.6008
2382,0.146431,12.601
2383,0.14677,12.601
2384,0.146705,12.6007
2385,0.146534,12.6011
2386,0.146524,12.6012
2387,0.146833,12.6009
2388,0.146621,12.6008
2389,0.146755,12.6012
2390,0.146629,12.6008
2391,0.146692,12.6013
2392,0.146421,12.6015
2393,0.146436,12.6009
2394,0.146614,12.6016
2395,0.146842,12.6006
2396,0.14697,12.6011
2397,0.146347,12.6014
2398,0.146652,12.601
2399,0.146711,12.6012
2400,0.146488,12.6012
2401,0.146261,12.6008
2402,0.146837,12.6012
2403,0.14677,12.6009
2404,0.146383,12.6014
2405,0.146669,12.601
2406,0.146854,12.6008
2407,0.146417,12.601
2408,0.146909,12.6013
2409,0.1464,12.6007
2410,0.146787,12.6012
2411,0.146564,12.6005
2412,0.146654,12.6012
2413,0.146192,12.6013
2414,0.146894,12.6014
2415,0.146608,12.6007
2416,0.146339,12.6009
2417,0.146888,12.6018
2418,0.146412,12.6012
2419,0.146783,12.601
2420,0.146734,12.6013
2421,0.146497,12.601
2422,0.147069,12.6007
2423,0.146419,12.6008
2424,0.146562,12.6017
2425,0.146446,12.6009
2426,0.146724,12.6016
2427,0.146896,12.6013
2428,0.146534,12.6008
2429,0.146274,12.6005
2430,0.146555,12.6012
2431,0.14673,12.6009
2432,0.146677,12.6004
2433,0.146589,12.6012
2434,0.14685,12.6008
2435,0.14664,12.6013
2436,0.146389,12.6002
2437,0.146509,12.601
2438,0.146966,12.6011
2439,0.146709,12.6013
2440,0.146509,12.6012
2441,0.146526,12.6014
2442,0.146619,12.6007
2443,0.146842,12.6012
2444,0.146614,12.6011
2445,0.146785,12.601
2446,0.146675,12.6014
2447,0.146555,12.601
2448,0.146564,12.6008
2449,0.146604,12.6007
2450,0.146894,12.601
2451,0.146415,12.6008
2452,0.146309,12.6012
2453,0.146576,12.6006
2454,0.146932,12.6013
2455,0.146339,12.6014
2456,0.146631,12.6014
2457,0.146635,12.6011
2458,0.14706,12.6006
2459,0.146286,12.6009
2460,0.14673,12.6011
2461,0.146583,12.6008
2462,0.146579,12.6008
2463,0.146387,12.6008
2464,0.146444,12.6013
2465,0.146661,12.6012
2466,0.146934,12.6011
2467,0.146444,12.6015
2468,0.146631,12.6012
2469,0.146598,12.6013
2470,0.146814,12.6009
2471,0.146366,12.6011
2472,0.14649,12.6009
2473,0.146785,12.6007
2474,0.146524,12.6008
2475,0.146427,12.6009
2476,0.146743,12.6013
2477,0.146648,12.6014
2478,0.14656,12.6007
2479,0.146549,12.6015
2480,0.146492,12.6013
2481,0.146619,12.6014
2482,0.146684,12.6014
2483,0.146802,12.6018
2484,0.146547,12.6013
2485,0.146709,12.6011
2486,0.146823,12.601
2487,0.146393,12.6007
2488,0.146915,12.6013
2489,0.146837,12.6006
2490,0.146507,12.6015
2491,0.146644,12.6009
2492,0.14661,12.6013
2493,0.147003,12.6009
2494,0.146513,12.6008
2495,0.146713,12.6015
2496,0.146522,12.6005
2497,0.146808,12.6009
2498,0.14669,12.6007
2499,0.146606,12.6011
2500,0.146911,12.6008
2501,0.146515,12.6012
2502,0.146425,12.6012
2503,0.146501,12.6012
2504,0.146532,12.6012
2505,0.257492,12.5973
2506,0.649921,12.6018
2507,0.510888,12.6009
2508,0.444853,12.6013
2509,0.404223,12.6011
2510,0.376629,12.6011
2511,0.355405,12.6012
2512,0.339642,12.6012
2513,0.326792,12.6014
2514,0.316302,12.6016
2515,0.307668,12.6015
2516,0.300005,12.601
2517,0.292986,12.6011
2518,0.287374,12.6009
2519,0.282353,12.6011
2520,0.278209,12.6008
2521,0.273971,12.6011
2522,0.269903,12.6015
2523,0.266769,12.6009
2524,0.264141,12.6003
2525,0.260864,12.6013
2526,0.258445,12.6009
2527,0.256443,12.6013
2528,0.254255,12.6013
2529,0.252295,12.601
2530,0.250204,12.6013
2531,0.248502,12.6009
2532,0.246744,12.6009
2533,0.245629,12.6011
2534,0.244155,12.6012
2535,0.242718,12.6009
2536,0.241376,12.6008
2537,0.240044,12.6009
2538,0.239586,12.6008
2539,0.238292,12.6008
2540,0.237184,12.601
2541,0.236477,12.6013
2542,0.235669,12.6012
2543,0.234952,12.601
2544,0.233461,12.6007
2545,0.233099,12.6009
2546,0.23259,12.6008
2547,0.231852,12.601
2548,0.231204,12.6014
2549,0.230693,12.6009
2550,0.230236,12.6009
2551,0.229721,12.6012
2552,0.228814,12.6016
2553,0.228957,12.6012
2554,0.22824,12.6015
2555,0.228293,12.6011
2556,0.227708,12.6011
2557,0.227174,12.6013
2558,0.226606,12.6013
2559,0.226423,12.6005
2560,0.226252,12.6011
2561,0.226086,12.6008
2562,0.22552,12.6011
2563,0.225226,12.6012
2564,0.225373,12.6014
2565,0.224948,12.601
2566,0.224372,12.6014
2567,0.224309,12.6011
2568,0.224323,12.6007
2569,0.223966,12.6012
2570,0.223899,12.6009
2571,0.223619,12.6013
2572,0.223429,12.6013
2573,0.223329,12.6008
2574,0.223648,12.6009
2575,0.222811,12.6011
2576,0.223101,12.6013
2577,0.222702,12.6015
2578,0.22316,12.6015
2579,0.222651,12.601
2580,0.222508,12.6014
2581,0.222559,12.6005
2582,0.222323,12.6016
2583,0.222174,12.6012
2584,0.221947,12.6005
2585,0.222228,12.6012
2586,0.221963,12.6014
2587,0.221795,12.6013
2588,0.221831,12.6009
2589,0.221841,12.6015
2590,0.221608,12.6011
2591,0.22166,12.6008
2592,0.2217,12.601
2593,0.221618,12.6012
2594,0.221128,12.601
2595,0.221435,12.6006
2596,0.221583,12.6013
2597,0.2214,12.6011
2598,0.220825,12.6017
2599,0.221189,12.6007
2600,0.221206,12.6012
2601,0.221568,12.6014
2602,0.221133,12.6013
2603,0.220971,12.601
2604,0.220996,12.6006
2605,0.221276,12.6013
2606,0.221046,12.6016
2607,0.220865,12.6012
2608,0.220855,12.6008
2609,0.221137,12.6013
2610,0.220933,12.6014
2611,0.221042,12.6017
2612,0.220571,12.6006
2613,0.220903,12.6012
2614,0.220676,12.6009
2615,0.22088,12.6021
2616,0.220615,12.6013
2617,0.220758,12.6011
2618,0.220621,12.6009
2619,0.220783,12.6007
2620,0.220874,12.6006
2621,0.220571,12.601
2622,0.220878,12.6008
2623,0.220718,12.6015
2624,0.220655,12.6012
2625,0.220548,12.6007
2626,0.220369,12.6007
2627,0.220653,12.6022
2628,0.220897,12.6008
2629,0.220531,12.6011
2630,0.220422,12.6009
2631,0.220558,12.6011
2632,0.220842,12.6011
2633,0.220739,12.6007
2634,0.220297,12.6009
2635,0.220476,12.6011
2636,0.220626,12.6008
2637,0.22052,12.6009
2638,0.220605,12.601
2639,0.220767,12.6007
2640,0.22002,12.6012
2641,0.22064,12.6009
2642,0.220571,12.6008
2643,0.22052,12.6009
2644,0.220457,12.6014
2645,0.220596,12.6013
2646,0.220708,12.6016
2647,0.220379,12.601
2648,0.220232,12.6013
2649,0.220432,12.6011
2650,0.220733,12.6004
2651,0.220592,12.6013
2652,0.220072,12.6014
2653,0.2203,12.6011
2654,0.220586,12.6007
2655,0.221023,12.601
2656,0.220377,12.6016
2657,0.220302,12.6012
2658,0.220443,12.6009
2659,0.220497,12.6008
2660,0.220674,12.6011
2661,0.220117,12.6009
2662,0.220346,12.6012
2663,0.220358,12.6014
2664,0.220767,12.6009
2665,0.220312,12.6013
2666,0.220058,12.6009
2667,0.220249,12.601
2668,0.22071,12.6015
2669,0.220525,12.6011
2670,0.220144,12.6007
2671,0.220386,12.6017
2672,0.220289,12.6012
2673,0.220266,12.6008
2674,0.220409,12.6009
2675,0.22055,12.6014
2676,0.220663,12.6008
2677,0.220348,12.6008
2678,0.220401,12.6017
2679,0.220344,12.6003
2680,0.220743,12.6005
2681,0.220464,12.6009
2682,0.220523,12.6012
2683,0.220476,12.6011
2684,0.22023,12.6015
2685,0.220236,12.6011
2686,0.220687,12.6014
2687,0.22034,12.601
2688,0.220748,12.6013
2689,0.219843,12.6004
2690,0.220544,12.6012
2691,0.220756,12.6008
2692,0.220173,12.602
2693,0.220401,12.6006
2694,0.220285,12.6009
2695,0.220634,12.6009
2696,0.220344,12.6009
2697,0.220329,12.6011
2698,0.220247,12.6013
2699,0.22087,12.6011
2700,0.220401,12.6014
2701,0.220428,12.6009
2702,0.220154,12.6007
2703,0.220363,12.6007
2704,0.220417,12.6012
2705,0.220443,12.6011
2706,0.220409,12.6012
2707,0.22035,12.6009
2708,0.220655,12.6017
2709,0.220405,12.6008
2710,0.220735,12.6011
2711,0.220127,12.6011
2712,0.22027,12.6013
2713,0.220903,12.6011
2714,0.220405,12.6012
2715,0.220251,12.6007
2716,0.22027,12.6013
2717,0.220497,12.6006
2718,0.220733,12.6012
2719,0.220514,12.6017
2720,0.220396,12.601
2721,0.220188,12.6012
2722,0.22075,12.6013
2723,0.220436,12.6012
2724,0.220268,12.601
2725,0.220415,12.6019
2726,0.220434,12.6008
2727,0.220375,12.601
2728,0.220449,12.6011
2729,0.220485,12.6006
2730,0.220382,12.6019
2731,0.220251,12.6009
2732,0.220232,12.6004
2733,0.220426,12.6009
2734,0.220584,12.6013
2735,0.220419,12.6009
2736,0.220434,12.6014
2737,0.220245,12.6009
2738,0.220314,12.6016
2739,0.220443,12.6008
2740,0.22044,12.6008
2741,0.220306,12.6012
2742,0.220197,12.6013
2743,0.220594,12.6012
2744,0.220623,12.6011
2745,0.220438,12.6015
2746,0.220188,12.6008
2747,0.220266,12.6012
2748,0.22052,12.6016
2749,0.22068,12.6012
2750,0.220363,12.6017
2751,0.220379,12.6008
2752,0.22023,12.6011
2753,0.220619,12.6015
2754,0.220792,12.6006
2755,0.220249,12.6012
2756,0.220291,12.6012
2757,0.220592,12.6012
2758,0.220813,12.6009
2759,0.220287,12.6008
2760,0.22043,12.6013
2761,0.220512,12.6008
2762,0.220552,12.6005
2763,0.220531,12.6014
2764,0.220106,12.6009
2765,0.220257,12.6011
2766,0.220535,12.6006
2767,0.220281,12.6008
2768,0.220527,12.6008
2769,0.220009,12.6012
2770,0.220584,12.6014
2771,0.220541,12.6007
2772,0.220478,12.6011
2773,0.220192,12.6007
2774,0.220588,12.6016
2775,0.220121,12.601
2776,0.220628,12.6012
2777,0.220432,12.6011
2778,0.220239,12.6013
2779,0.220106,12.6015
2780,0.220882,12.6005
2781,0.21994,12.6014
2782,0.220611,12.6009
2783,0.220236,12.6007
2784,0.220468,12.6009
2785,0.220508,12.6023
2786,0.220792,12.6012
2787,0.220201,12.601
2788,0.220291,12.6013
2789,0.220977,12.6008
2790,0.220569,12.6006
2791,0.220342,12.6009
2792,0.220316,12.6012
2793,0.220335,12.601
2794,0.220642,12.6008
2795,0.220062,12.6015
2796,0.220501,12.6014
2797,0.22048,12.6014
2798,0.220676,12.6012
2799,0.220754,12.6011
2800,0.220333,12.6013
2801,0.220297,12.6009
2802,0.220422,12.6012
2803,0.220558,12.6008
2804,0.220249,12.6009
2805,0.220371,12.6008
2806,0.220283,12.6013
2807,0.220419,12.6013
2808,0.2206,12.6016
2809,0.220424,12.6007
2810,0.220123,12.6005
2811,0.220544,12.6009
2812,0.220596,12.6016
2813,0.220483,12.6013
2814,0.220489,12.6013
2815,0.2203,12.6016
2816,0.220754,12.6015
2817,0.220451,12.6009
2818,0.220398,12.6018
2819,0.220234,12.6008
2820,0.220586,12.601
2821,0.22063,12.6012
2822,0.220247,12.6009
2823,0.220123,12.6011
2824,0.220388,12.6014
2825,0.220493,12.6011
2826,0.220419,12.602
2827,0.2203,12.6014
2828,0.220573,12.6009
2829,0.22026,12.6013
2830,0.220584,12.6008
2831,0.220203,12.601
2832,0.220201,12.6011
2833,0.220348,12.601
2834,0.220684,12.6016
2835,0.2206,12.6012
2836,0.220169,12.6007
2837,0.220386,12.6015
2838,0.220556,12.601
2839,0.220464,12.6013
2840,0.220623,12.6014
2841,0.219995,12.6007
2842,0.220491,12.6013
2843,0.220426,12.6014
2844,0.220647,12.6006
2845,0.220657,12.6008
2846,0.220293,12.6006
2847,0.220373,12.6007
2848,0.220457,12.6014
2849,0.220855,12.6012
2850,0.219925,12.6014
2851,0.22047,12.6009
2852,0.220626,12.6011
2853,0.220346,12.6011
2854,0.220512,12.6016
2855,0.220321,12.6015
2856,0.219948,12.6013
2857,0.220621,12.6011
2858,0.220501,12.601
2859,0.220148,12.6011
2860,0.220318,12.6008
2861,0.220727,12.6008
2862,0.220279,12.6011
2863,0.220527,12.6013
2864,0.220426,12.601
2865,0.220401,12.6011
2866,0.220392,12.6007
2867,0.220758,12.6016
2868,0.220457,12.6011
2869,0.220253,12.6013
2870,0.220386,12.6016
2871,0.220321,12.601
2872,0.220234,12.6007
2873,0.220415,12.6011
2874,0.220527,12.6008
2875,0.220623,12.6012
2876,0.220287,12.6015
2877,0.220344,12.6015
2878,0.220531,12.6019
2879,0.220417,12.6013
2880,0.220285,12.6016
2881,0.220851,12.6014
2882,0.22027,12.6006
2883,0.220373,12.6008
2884,0.220516,12.6007
2885,0.220409,12.6013
2886,0.220211,12.6007
2887,0.220567,12.6015
2888,0.220283,12.6008
2889,0.220634,12.601
2890,0.220232,12.6009
2891,0.220729,12.6012
2892,0.220165,12.6016
2893,0.220788,12.6006
2894,0.220205,12.6009
2895,0.220321,12.6007
2896,0.220575,12.6009
2897,0.220697,12.6017
2898,0.220192,12.6009
2899,0.220289,12.6009
2900,0.220371,12.6015
2901,0.220548,12.6012
2902,0.220596,12.6013
2903,0.220371,12.6016
2904,0.220169,12.6011
2905,0.220663,12.6013
2906,0.220804,12.6013
2907,0.220182,12.601
2908,0.220485,12.601
2909,0.220096,12.6011
2910,0.220691,12.6011
2911,0.220836,12.6014
2912,0.219795,12.6012
2913,0.220369,12.6007
2914,0.220483,12.6015
2915,0.220276,12.6009
2916,0.220468,12.6007
2917,0.220333,12.6011
2918,0.220462,12.6009
2919,0.220548,12.6013
2920,0.220308,12.6011
2921,0.220647,12.6012
2922,0.220508,12.6016
2923,0.22034,12.6015
2924,0.22091,12.6006
2925,0.220602,12.6009
2926,0.220438,12.6008
2927,0.220556,12.6016
2928,0.220497,12.6012
2929,0.220407,12.6006
2930,0.220262,12.6011
2931,0.220346,12.601
2932,0.220409,12.6009
2933,0.220794,12.6016
2934,0.220581,12.6014
2935,0.219963,12.6011
2936,0.220523,12.6013
2937,0.220369,12.6014
2938,0.220619,12.6009
2939,0.220293,12.6014
2940,0.22059,12.6011
2941,0.220257,12.6007
2942,0.22048,12.6013
2943,0.220952,12.6008
2944,0.220121,12.6011
2945,0.220064,12.6017
2946,0.22056,12.6006
2947,0.220356,12.6013
2948,0.220668,12.6011
2949,0.220121,12.6013
2950,0.220491,12.6011
2951,0.220506,12.6008
2952,0.22052,12.6011
2953,0.220365,12.6011
2954,0.220529,12.601
2955,0.220447,12.6012
2956,0.220642,12.6007
2957,0.22027,12.6014
2958,0.220262,12.6012
2959,0.220272,12.6017
2960,0.220634,12.6008
2961,0.220623,12.6016
2962,0.220312,12.601
2963,0.220457,12.6014
2964,0.220457,12.601
2965,0.220762,12.6013
2966,0.220211,12.6009
2967,0.220329,12.601
2968,0.220609,12.6016
2969,0.220541,12.601
2970,0.220552,12.601
2971,0.220173,12.6017
2972,0.220287,12.6014
2973,0.220352,12.6012
2974,0.220937,12.6008
2975,0.220335,12.6012
2976,0.220285,12.6015
2977,0.220384,12.6014
2978,0.220941,12.6015
2979,0.220752,12.601
2980,0.220114,12.6009
2981,0.220382,12.6007
2982,0.220369,12.6007
2983,0.220695,12.6011
2984,0.220432,12.6011
2985,0.220428,12.6012
2986,0.220451,12.6008
2987,0.22071,12.6007
2988,0.220558,12.6016
2989,0.220403,12.6013
2990,0.22052,12.6014
2991,0.220649,12.6012
2992,0.220407,12.6007
2993,0.22044,12.6006
2994,0.220426,12.6008
2995,0.220634,12.6009
2996,0.220405,12.6018
2997,0.220426,12.6012
2998,0.220161,12.6013
2999,0.220367,12.6012
3000,0.220586,12.6016
3001,0.220588,12.6014
3002,0.220411,12.6017
3003,0.220342,12.6016
3004,0.22063,12.6011
3005,0.220281,12.6009
3006,0.220497,12.6008
3007,0.22023,12.6008
3008,0.220123,12.6008
3009,0.220354,12.6011
3010,0.220316,12.6004
3011,0.220834,12.6011
3012,0.220224,12.6004
3013,0.220419,12.6015
3014,0.220514,12.6015
3015,0.220209,12.6017
3016,0.220478,12.6009
3017,0.220714,12.6013
3018,0.22043,12.6021
3019,0.220386,12.601
3020,0.220518,12.6011
3021,0.220169,12.6014
3022,0.220175,12.6007
3023,0.220649,12.6016
3024,0.220598,12.6009
3025,0.220544,12.601
3026,0.220138,12.6014
3027,0.220443,12.6004
3028,0.220569,12.6008
3029,0.220247,12.6016
3030,0.220253,12.6012
3031,0.220581,12.6009
3032,0.2206,12.6016
3033,0.220365,12.6013
3034,0.220316,12.6012
3035,0.220661,12.6004
3036,0.220283,12.6009
3037,0.220952,12.6013
3038,0.22007,12.6009
3039,0.220409,12.6008
3040,0.220779,12.6008
3041,0.220375,12.6004
3042,0.22026,12.6005
3043,0.220178,12.6018
3044,0.220754,12.601
3045,0.220318,12.6009
3046,0.220447,12.6016
3047,0.220476,12.6008
3048,0.220308,12.601
3049,0.220268,12.6005
3050,0.22047,12.601
3051,0.220432,12.6014
3052,0.22007,12.601
3053,0.220748,12.601
3054,0.220342,12.6014
3055,0.220371,12.601
3056,0.22026,12.6012
3057,0.220621,12.6011
3058,0.220571,12.6008
3059,0.220924,12.6013
3060,0.219969,12.6011
3061,0.220377,12.6007
3062,0.220215,12.601
3063,0.220636,12.6005
3064,0.220638,12.6013
3065,0.2203,12.6012
3066,0.22027,12.6011
3067,0.220478,12.6011
3068,0.220558,12.6014
3069,0.220386,12.6008
3070,0.220281,12.6014
3071,0.220424,12.6011
3072,0.220777,12.6011
3073,0.220489,12.6016
3074,0.220127,12.6012
3075,0.220714,12.601
3076,0.220352,12.6015
3077,0.220727,12.6012
3078,0.220264,12.6015
3079,0.220407,12.6006
3080,0.220188,12.6008
3081,0.220762,12.6012
3082,0.220382,12.6011
3083,0.220062,12.6006
3084,0.220388,12.6011
3085,0.220924,12.601
3086,0.220558,12.6012
3087,0.220291,12.6013
3088,0.22059,12.6012
3089,0.220687,12.6012
3090,0.220647,12.6009
3091,0.219967,12.6013
3092,0.220729,12.6011
3093,0.220453,12.6009
3094,0.220354,12.6012
3095,0.220371,12.6008
3096,0.220325,12.6007
3097,0.220354,12.6007
3098,0.220426,12.6014
3099,0.22026,12.6004
3100,0.220689,12.6014
3101,0.220241,12.6008
3102,0.220554,12.6008
3103,0.22047,12.6014
3104,0.220491,12.6006
3105,0.220213,12.6012
3106,0.220224,12.6016
3107,0.220308,12.6011
3108,0.220531,12.6012
3109,0.220579,12.601
3110,0.220197,12.6009
3111,0.220512,12.6012
3112,0.22034,12.6011
3113,0.220396,12.6008
3114,0.22039,12.6014
3115,0.22039,12.6008
3116,0.220607,12.6011
3117,0.220531,12.6008
3118,0.220314,12.601
3119,0.220413,12.6013
3120,0.220579,12.6015
3121,0.220684,12.6009
3122,0.220329,12.6011
3123,0.220209,12.6008
3124,0.220291,12.6013
3125,0.220844,12.6013
3126,0.220249,12.6013
3127,0.220436,12.6008
3128,0.220215,12.6011
3129,0.220813,12.6008
3130,0.220653,12.6013
3131,0.220266,12.6009
3132,0.220424,12.6012
3133,0.220314,12.6017
3134,0.220846,12.6008
3135,0.220293,12.6005
3136,0.220274,12.6012
3137,0.220358,12.6013
3138,0.220615,12.601
3139,0.220501,12.6015
3140,0.220354,12.6007
3141,0.220342,12.601
3142,0.22039,12.6012
3143,0.220767,12.6007
3144,0.220302,12.6012
3145,0.220342,12.6009
3146,0.220348,12.6014
3147,0.220577,12.6014
3148,0.220682,12.601
3149,0.220102,12.6015
3150,0.220165,12.6011
3151,0.220514,12.6009
3152,0.220876,12.6013
3153,0.220327,12.6008
3154,0.220489,12.6011
3155,0.220032,12.601
3156,0.220891,12.6009
3157,0.220428,12.6014
3158,0.220621,12.6016
3159,0.220096,12.6013
3160,0.220628,12.6012
3161,0.220579,12.6012
